,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Bin_LoanAmount,Normalized_Income,Graduate,Not Graduate
500,LP002603,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,1,Middle,12.698425099200294,1,0
501,LP002606,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,1,Middle,28.10249099279279,1,0
502,LP002615,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,1,Higher,34.87477598494362,1,0
503,LP002618,1,1,1,1,0,4050,5302.0,138.0,360.0,1.0,0,0,Middle,31.81980515339464,0,1
504,LP002619,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1,Middle,30.87879531328902,0,1
505,LP002622,1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,1,Higher,29.62262648719725,1,0
507,LP002625,1,0,0,0,0,3583,0.0,96.0,360.0,1.0,2,0,Middle,29.92908284595437,1,0
508,LP002626,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,1,Higher,24.894778569009205,1,0
509,LP002634,0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,1,Lower,57.58037860243713,1,0
510,LP002637,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,0,Middle,29.991665508937647,0,1
511,LP002640,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,1,Higher,38.939054944875075,1,0
512,LP002643,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,1,Middle,28.648734701553575,1,0
513,LP002648,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,0,Middle,23.075961518428652,1,0
514,LP002652,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,0,Extreme,38.128073646592746,1,0
515,LP002659,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,1,Middle,29.436372059070052,1,0
516,LP002670,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1,Middle,22.533308678487497,1,0
517,LP002682,1,1,0,1,0,3074,1800.0,123.0,360.0,0.0,1,0,Middle,27.721832551258224,0,1
518,LP002683,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,0,Higher,34.21622422185125,1,0
519,LP002684,0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,0,Middle,29.154759474226502,0,1
520,LP002689,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,1,Lower,23.40939982143925,0,1
521,LP002690,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1,Middle,25.0,1,0
522,LP002692,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,1,Middle,37.672934581739185,1,0
524,LP002697,1,0,0,0,0,4680,2087.0,120.0,360.0,1.0,1,0,Middle,34.20526275297414,1,0
526,LP002705,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,1,Middle,30.72051431861127,1,0
527,LP002706,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,1,Higher,36.34900273735168,0,1
528,LP002714,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,1,Middle,25.879528589215067,0,1
529,LP002716,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,1,Middle,41.179485183765955,0,1
530,LP002717,1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0,1,Higher,16.00781059358212,1,0
531,LP002720,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,1,Middle,32.71467560591118,1,0
532,LP002723,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,0,Middle,29.949958263743873,1,0
533,LP002729,1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1,0,Higher,53.033008588991066,1,0
534,LP002731,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,1,Middle,67.38879728857016,0,1
535,LP002732,1,0,0,1,0,2550,2042.0,126.0,360.0,1.0,0,1,Middle,25.248762345905195,0,1
536,LP002734,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,1,Extreme,39.15673632978111,1,0
537,LP002738,1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,1,Middle,30.07074990750979,1,0
538,LP002739,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,0,Middle,27.004629232781554,0,1
539,LP002740,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,1,Higher,40.05308976845607,1,0
540,LP002741,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,1,Middle,33.94112549695428,1,0
541,LP002743,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,0,Middle,23.119256043393783,1,0
542,LP002753,0,0,1,0,0,3652,0.0,95.0,360.0,1.0,1,1,Middle,30.215889859476256,1,0
543,LP002755,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,1,Middle,23.65903632864196,0,1
544,LP002757,0,1,0,1,0,3017,663.0,102.0,360.0,1.0,1,1,Middle,27.463612289718917,0,1
545,LP002767,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,1,Higher,26.30589287593181,1,0
546,LP002768,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,0,Middle,28.97412638890084,0,1
547,LP002772,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,1,Middle,25.129663746258124,1,0
548,LP002776,0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,0,Middle,35.35533905932738,1,0
549,LP002777,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1,Middle,26.386549603917523,1,0
550,LP002778,1,1,2,0,1,6633,0.0,120.0,360.0,0.0,0,0,Middle,40.721615881494685,1,0
551,LP002784,1,1,1,1,0,2492,2375.0,120.0,360.0,1.0,0,1,Middle,24.95996794869737,0,1
552,LP002785,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1,Higher,28.86607004772212,1,0
553,LP002788,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,0,Higher,24.76893215300167,0,1
554,LP002789,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,0,Middle,29.970819141291418,1,0
555,LP002792,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,1,Lower,36.9729630946723,1,0
556,LP002794,0,0,0,0,0,2667,1625.0,84.0,360.0,1.0,2,1,Middle,25.821502667350714,1,0
557,LP002795,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,1,Higher,50.34630075785112,1,0
558,LP002798,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1,Higher,31.17290490153268,1,0
559,LP002804,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,1,Higher,32.32645975048923,1,0
560,LP002807,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1,Middle,30.31088913245535,0,1
562,LP002820,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,1,Higher,38.48051454957431,1,0
563,LP002821,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1,Middle,38.07886552931954,0,1
564,LP002832,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,0,Higher,46.90149251356507,1,0
565,LP002833,1,1,0,1,0,4467,0.0,120.0,360.0,1.0,0,1,Middle,33.417809623013895,0,1
566,LP002836,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,1,Middle,28.86607004772212,1,0
567,LP002837,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0,Middle,29.154759474226502,1,0
568,LP002840,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,0,Lower,24.38237068047322,1,0
569,LP002841,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,0,Middle,28.1336097932704,1,0
570,LP002842,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,1,Higher,29.227555491350966,1,0
571,LP002847,1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2,0,Higher,35.76310948449533,1,0
572,LP002855,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,1,Higher,64.54843142943135,1,0
573,LP002862,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,0,Higher,39.131189606246316,0,1
574,LP002863,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,0,Middle,40.01874560752748,1,0
575,LP002868,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,1,Middle,28.10249099279279,1,0
576,LP002872,1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1,0,Middle,27.780388766178202,1,0
577,LP002874,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,1,Middle,28.412145290350743,1,0
578,LP002877,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,1,Middle,21.106870919205434,1,0
579,LP002888,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2,1,Higher,28.20460955234091,1,0
580,LP002892,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1,Higher,40.43513323831146,1,0
581,LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0,Middle,21.42428528562855,1,0
582,LP002894,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,1,Lower,28.1336097932704,1,0
583,LP002898,1,1,1,0,0,1880,0.0,61.0,360.0,1.0,0,0,Middle,21.6794833886788,1,0
584,LP002911,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,0,Middle,26.396022427631024,1,0
585,LP002912,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0,Higher,32.72231654391235,1,0
586,LP002916,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1,Middle,23.96351393264352,1,0
587,LP002917,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,1,Middle,23.264780248263683,0,1
588,LP002925,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1,1,Middle,34.46012188022556,1,0
589,LP002926,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,0,Middle,26.105554964413226,1,0
590,LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,1,Middle,27.386127875258307,1,0
591,LP002931,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,0,Higher,38.72983346207417,1,0
592,LP002933,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1,1,Higher,48.36579369761237,1,0
593,LP002936,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,1,Middle,31.060424980994707,1,0
594,LP002938,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1,Higher,63.48228099241551,1,0
595,LP002940,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,1,Middle,30.955613384328213,0,1
596,LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0,Higher,39.946839674747736,0,1
597,LP002943,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1,0,Middle,27.326726843879417,1,0
598,LP002945,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,1,Higher,49.907414278842374,1,0
599,LP002948,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,1,Higher,38.01315561749642,1,0
600,LP002949,0,0,3,0,0,416,41667.0,350.0,180.0,1.0,2,0,Extreme,10.198039027185569,1,0
601,LP002950,1,1,0,1,0,2894,2792.0,155.0,360.0,1.0,0,1,Higher,26.89795531262553,0,1
602,LP002953,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,1,Middle,37.7591048622713,1,0
603,LP002958,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,1,Higher,30.315012782448235,1,0
605,LP002960,1,1,0,1,0,2400,3800.0,120.0,180.0,1.0,2,0,Middle,24.49489742783178,0,1
606,LP002961,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,1,Higher,29.154759474226502,1,0
607,LP002964,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,1,Higher,31.571347769773784,0,1
608,LP002974,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1,Middle,28.42534080710379,1,0
609,LP002978,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,1,Middle,26.92582403567252,1,0
610,LP002979,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,1,Lower,32.03903868720159,1,0
611,LP002983,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,1,Higher,44.9221548904324,1,0
612,LP002984,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,1,Higher,43.540211299441346,1,0
613,LP002990,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,0,Middle,33.84892908202562,1,0
